Level1,Level2,Level3,Level4,Level5,Address,GID_0,GID_0_NAME,GID_1,GID_1_NAME,NumberOfPollingStations,QuickReportsSubmitted,FormSubmitted,PSISubmitted,NumberOfQuestionsAnswered,NumberOfFlaggedAnswers,ObserversWithForms,ObserversWithQuickReports,ObserversWithPSI,TotalObservers
Republica Moldova,Șoldănești,Fuzăuca,,,IP Gr.de copii Fuzăuca,MDA,Republica Moldova,MDA.30_1,Șoldănești,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Șoldănești,Găuzeni,,,IP Gimnaziul Găuzeni,MDA,Republica Moldova,MDA.30_1,Șoldănești,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Șoldănești,Glinjeni,,,Centrul de cultură Glinjeni,MDA,Republica Moldova,MDA.30_1,Șoldănești,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Șoldănești,Mihuleni,,,Primăria Mihuleni,MDA,Republica Moldova,MDA.30_1,Șoldănești,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Șoldănești,Olișcani,,,Casa de cultură Olișcani,MDA,Republica Moldova,MDA.30_1,Șoldănești,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Șoldănești,Parcani,,,Căminul de cultură Parcani,MDA,Republica Moldova,MDA.30_1,Șoldănești,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Șoldănești,Pohoarna,,,"SRL ""Pohoarna-Agro""",MDA,Republica Moldova,MDA.30_1,Șoldănești,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Șoldănești,Poiana,,,Căminul de cultură Poiana,MDA,Republica Moldova,MDA.30_1,Șoldănești,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Șoldănești,Răspopeni,,,Centrul comunitar,MDA,Republica Moldova,MDA.30_1,Șoldănești,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Șoldănești,Recești,,,Primăria Recești,MDA,Republica Moldova,MDA.30_1,Șoldănești,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Șoldănești,Rogojeni,,,Centrul de cultură Rogojeni,MDA,Republica Moldova,MDA.30_1,Șoldănești,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Șoldănești,Salcia,,,Centrul de cultură Salcia,MDA,Republica Moldova,MDA.30_1,Șoldănești,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Șoldănești,Sămășcani,,,IP Gimnaziu Sămășcani,MDA,Republica Moldova,MDA.30_1,Șoldănești,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Șoldănești,Șestaci,,,Localul fost Gimnaziu s.Șestaci,MDA,Republica Moldova,MDA.30_1,Șoldănești,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Șoldănești,Șipca,,,Casa de cultură Șipca,MDA,Republica Moldova,MDA.30_1,Șoldănești,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Șoldănești,Socola,,,Centrul de cultură Socola,MDA,Republica Moldova,MDA.30_1,Șoldănești,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Șoldănești,Șoldănești,,,"Căminul de cultură ""G.Coșbuc"", or.Șoldănești",MDA,Republica Moldova,MDA.30_1,Șoldănești,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Șoldănești,Șoldănești,,,"IP L/T ""Alexei Mateevici"", or.Șoldănești",MDA,Republica Moldova,MDA.30_1,Șoldănești,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Șoldănești,Șoldănești,,,"IP L/T ""Ștefan cel Mare"", or.Șoldănești",MDA,Republica Moldova,MDA.30_1,Șoldănești,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Șoldănești,St. Coblea,,,Fosta Gr.de copii St.Cobîlea,MDA,Republica Moldova,MDA.30_1,Șoldănești,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Șoldănești,Vadul- Rașcov,,,Centrul de cultură Vadul - Rașcov,MDA,Republica Moldova,MDA.30_1,Șoldănești,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Șoldănești,Zahorna,,,Casa de cultură Zahorna,MDA,Republica Moldova,MDA.30_1,Șoldănești,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Soroca,Alexandru cel Bun,,,s.Aleaxndru cel Bun Grădinița,MDA,Republica Moldova,MDA.31_1,Soroca,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Soroca,Bădiceni,,,s.Bădiceni Centru Cultural,MDA,Republica Moldova,MDA.31_1,Soroca,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Soroca,Bădiceni,,,s.Bădiceni Sala de festivități a Primăriei,MDA,Republica Moldova,MDA.31_1,Soroca,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Soroca,Balinţi Balinţii Noi,,,s.Balinţi Căminul cultural,MDA,Republica Moldova,MDA.31_1,Soroca,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Soroca,Baxani,,,s.Baxani Casa de cultură,MDA,Republica Moldova,MDA.31_1,Soroca,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Soroca,Bulboci,,,s.Bulboci Gimnaziul,MDA,Republica Moldova,MDA.31_1,Soroca,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Soroca,Bulbocii Noi,,,s.Bulboci Noi Centrul Cultural,MDA,Republica Moldova,MDA.31_1,Soroca,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Soroca,Căinarii Vechi,,,s.Căinarii Vechi Casa de Cultură,MDA,Republica Moldova,MDA.31_1,Soroca,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Soroca,Căinarii Vechi,,,"s.Căinarii Vechi Gimnaziul,,A.Porcescu""",MDA,Republica Moldova,MDA.31_1,Soroca,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Soroca,Cerlina,,,s. Cerlina Gimnaziului,MDA,Republica Moldova,MDA.31_1,Soroca,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Soroca,Cosăuţi,,,s.Cosăuţi Casa de Cultură,MDA,Republica Moldova,MDA.31_1,Soroca,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Soroca,Cosăuţi,,,s.Cosăuţi Gimnaziul,MDA,Republica Moldova,MDA.31_1,Soroca,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Soroca,Cremenciug,,,s.Cremenciug Gimnaziu,MDA,Republica Moldova,MDA.31_1,Soroca,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Soroca,Cureşniţa,,,s. Cureşniţa Grădinița de copii,MDA,Republica Moldova,MDA.31_1,Soroca,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Soroca,Cureşniţa Nouă,,,s.Cureşniţa Nouă Casa de cultură,MDA,Republica Moldova,MDA.31_1,Soroca,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Soroca,Dărcăuţi,,,s.Dărcăuţi Casa de Cultură,MDA,Republica Moldova,MDA.31_1,Soroca,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Soroca,Dubna,,,s.Dubna Casa de Cultură,MDA,Republica Moldova,MDA.31_1,Soroca,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Soroca,Dumbrăveni,,,s.Dumbrăveni Căminul Cultural,MDA,Republica Moldova,MDA.31_1,Soroca,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Soroca,Egoreni,,,s.Egoreni sala de club din sediul Primăriei,MDA,Republica Moldova,MDA.31_1,Soroca,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Soroca,Floriceni,,,s.Floriceni Sediul Clubului,MDA,Republica Moldova,MDA.31_1,Soroca,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Soroca,Grigorăuca,,,s.Grigorăuca Centru Cultural,MDA,Republica Moldova,MDA.31_1,Soroca,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Soroca,Holoşniţa,,,s. Holoşniţa Sediul Primăriei,MDA,Republica Moldova,MDA.31_1,Soroca,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Soroca,Hristici,,,s.Hristici Căminul cultural,MDA,Republica Moldova,MDA.31_1,Soroca,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Soroca,Iarova,,,s.Iarova Căminul cultural,MDA,Republica Moldova,MDA.31_1,Soroca,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Soroca,Iorjniţa,,,s. Iorjniţa fosta clădire a Gimnaziului,MDA,Republica Moldova,MDA.31_1,Soroca,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Soroca,Lugovoe,,,s. Lugovoe Grădiniţa de copii,MDA,Republica Moldova,MDA.31_1,Soroca,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Soroca,Malcauţi,,,s.Malcauţi Casa de Cultură,MDA,Republica Moldova,MDA.31_1,Soroca,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Soroca,Nimereuca,,,s. Nimereuca Sediului primăriei,MDA,Republica Moldova,MDA.31_1,Soroca,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Soroca,Niorcani,,,s.Niorcani Centrul de cultură 068 145 573,MDA,Republica Moldova,MDA.31_1,Soroca,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Soroca,Oclanda,,,Satul Oclanda Sediul Primăriei,MDA,Republica Moldova,MDA.31_1,Soroca,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Soroca,Ocolina,,,s.Ocolina Căminul Cultural,MDA,Republica Moldova,MDA.31_1,Soroca,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Soroca,Parcani,,,s. Parcani Centru Cultural multifuncțional,MDA,Republica Moldova,MDA.31_1,Soroca,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Soroca,Pîrliţa,,,s.Pîrliţa Centrul Cultural,MDA,Republica Moldova,MDA.31_1,Soroca,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Soroca,Racovăţ,,,s.Racovăţ Casa de Cultură,MDA,Republica Moldova,MDA.31_1,Soroca,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Soroca,Redi-Cereşnovăţ,,,s.Redi Cereşnovăţ Casa de Cultură,MDA,Republica Moldova,MDA.31_1,Soroca,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Soroca,Regina Maria,,,s.Regina Maria Căminul cultural,MDA,Republica Moldova,MDA.31_1,Soroca,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Soroca,Rubleniţa,,,s.Rubleniţa Casa de Cultură,MDA,Republica Moldova,MDA.31_1,Soroca,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Soroca,Rubleniţa Nouă,,,s.Rubleniţa Nouă Căminul de Cultură,MDA,Republica Moldova,MDA.31_1,Soroca,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Soroca,Rudi,,,s.Rudi Caminul Cultural,MDA,Republica Moldova,MDA.31_1,Soroca,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Soroca,Ruslanovca Inundeni,,,s.Ruslanovca Căminul cultural,MDA,Republica Moldova,MDA.31_1,Soroca,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Soroca,"Schineni, s. Schinenii Noi",,,s.Schineni Căminul cultural,MDA,Republica Moldova,MDA.31_1,Soroca,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Soroca,Şeptilici,,,s.Şeptilici Casa de Cultură,MDA,Republica Moldova,MDA.31_1,Soroca,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Soroca,Slobozia Cremene,,,s.Slobozia Cremene Școala,MDA,Republica Moldova,MDA.31_1,Soroca,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Soroca,Slobozia Nouă,,,s.Slobozia Nouă Centrul de cultură 069 511 553,MDA,Republica Moldova,MDA.31_1,Soroca,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Soroca,Slobozia Vărăncău,,,s.Slobozia Vărăncău Căminul Cultural,MDA,Republica Moldova,MDA.31_1,Soroca,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Soroca,Sobari Valea şi Livezi,,,s.Sobari Casa de Cultură,MDA,Republica Moldova,MDA.31_1,Soroca,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Soroca,Şolcani,,,s.Şolcani Casa de cultură,MDA,Republica Moldova,MDA.31_1,Soroca,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Soroca,Soloneţ,,,s.Soloneţ Centru Cultural,MDA,Republica Moldova,MDA.31_1,Soroca,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Soroca,Soroca,,,"Biblioteca Basarabia str.Mihai Eminescu ,4",MDA,Republica Moldova,MDA.31_1,Soroca,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Soroca,Soroca,,,"Colegiul de arte ""Nicolae Botgros"" str. Ştefan cel Mare, 39",MDA,Republica Moldova,MDA.31_1,Soroca,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Soroca,Soroca,,,"Colegiul tehnic-agricol str. Calea Bălţului, 2",MDA,Republica Moldova,MDA.31_1,Soroca,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Soroca,Soroca,,,"Instituţia de educație timpurie nr. 15 str. Gospodarilor, 35",MDA,Republica Moldova,MDA.31_1,Soroca,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Soroca,Soroca,,,"Instituția de Educație timpurie nr.16 Str.Luceafărul,16",MDA,Republica Moldova,MDA.31_1,Soroca,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Soroca,Soroca,,," Instituţia de educație timpurie nr. 17 str. F. Budde, 3",MDA,Republica Moldova,MDA.31_1,Soroca,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Soroca,Soroca,,,"Instituţia de educație timpurie nr. 17 str. F. Budde, 3",MDA,Republica Moldova,MDA.31_1,Soroca,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Soroca,Soroca,,,"Instituția Publică ""Dumitru Matcovschi"", str.V. Stroiescu, 56",MDA,Republica Moldova,MDA.31_1,Soroca,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Soroca,Soroca,,,"Liceul Teoretic ""A. Puşkin"" str. D. Bolintineanu, 10",MDA,Republica Moldova,MDA.31_1,Soroca,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Soroca,Soroca,,,"Liceul Teoretic""C. Stere"", str. D. Cantemir, 26",MDA,Republica Moldova,MDA.31_1,Soroca,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Soroca,Soroca,,,"Liceul Teoretic ""Ion Creangă"" str. Calea Bălţului, 87",MDA,Republica Moldova,MDA.31_1,Soroca,2,0,0,0,0,0,0,0,0,0
Republica Moldova,Soroca,Soroca,,,"Liceul Teoretic ""P.Rareş"" str. Testemiţianu, 2",MDA,Republica Moldova,MDA.31_1,Soroca,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Soroca,Stoicani,,,s.Stoicani Centru Cultural,MDA,Republica Moldova,MDA.31_1,Soroca,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Soroca,Tătărăuca Nouă,,,s.Tătătrăuca Nouă Centrul de cultură 067 678 330,MDA,Republica Moldova,MDA.31_1,Soroca,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Soroca,Tătărăuca Veche Decebal,,,s.Tătărăuca Veche Primăria 0-251-48-2-38,MDA,Republica Moldova,MDA.31_1,Soroca,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Soroca,Ţepilova,,,s.Ţepilova Căminul cultural,MDA,Republica Moldova,MDA.31_1,Soroca,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Soroca,Trifăuţi,,,s.Trifăuţi Centrul Cultural,MDA,Republica Moldova,MDA.31_1,Soroca,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Soroca,Vădeni,,,s.Vădeni Casa de cultură,MDA,Republica Moldova,MDA.31_1,Soroca,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Soroca,"Vanţina, Vanţina Mică",,,s.Vaţina Centrul Cultural,MDA,Republica Moldova,MDA.31_1,Soroca,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Soroca,Vărăncău,,,s.Vărăncău Școala,MDA,Republica Moldova,MDA.31_1,Soroca,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Soroca,Vasilcău,,,s.Vasilcău Sala de ședință a primăriei ,MDA,Republica Moldova,MDA.31_1,Soroca,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Soroca,Visoca,,,s.Visoca Căminul Cultural,MDA,Republica Moldova,MDA.31_1,Soroca,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Soroca,Voloave,,,s. Voloave Centru Cultural multifuncțional,MDA,Republica Moldova,MDA.31_1,Soroca,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Soroca,Voloviţa,,,s.Voloviţa Clădirea Gimnaziului,MDA,Republica Moldova,MDA.31_1,Soroca,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Soroca,Zastînca,,,s. Zastînca Gimnaziul,MDA,Republica Moldova,MDA.31_1,Soroca,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Ştefan Vodă,Alava,,,"Căminul cultural str. Roz, nr.2",MDA,Republica Moldova,MDA.32_1,Ştefan Vodă,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Ştefan Vodă,Antoneşti,,,Casa de cultură s. Antonești,MDA,Republica Moldova,MDA.32_1,Ştefan Vodă,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Ştefan Vodă,Brezoaia,,,"Casa de cultură s. Brezoia, str. Lenin,",MDA,Republica Moldova,MDA.32_1,Ştefan Vodă,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Ştefan Vodă,Căplani,,,"IP Gimnaziul Căplani, str. Ştefan cel Mare",MDA,Republica Moldova,MDA.32_1,Ştefan Vodă,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Ştefan Vodă,Carahasani,,,Casa de cultură s. Carahasani,MDA,Republica Moldova,MDA.32_1,Ştefan Vodă,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Ştefan Vodă,Cioburciu,,,"Gimnaziul ""M. Sîrghi"" str. Ştefan cel Mare,",MDA,Republica Moldova,MDA.32_1,Ştefan Vodă,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Ştefan Vodă,Copceac,,,Casa de cultură str.Academicianul Mitrofan Ciobanu,MDA,Republica Moldova,MDA.32_1,Ştefan Vodă,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Ştefan Vodă,Crocmaz,,,Casa de cultură str. Şcolii,MDA,Republica Moldova,MDA.32_1,Ştefan Vodă,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Ştefan Vodă,Ermoclia,,,"Casa de cultura str. Alexandru cel Bun 13,",MDA,Republica Moldova,MDA.32_1,Ştefan Vodă,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Ştefan Vodă,Ermoclia,,,"IP Gimnaziul ""Ion Creangă ""str. Mihai Eminescu 1,",MDA,Republica Moldova,MDA.32_1,Ştefan Vodă,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Ştefan Vodă,Feşteliţa,,,"Casa de Cultură s. Feștelița, str. M. Eminescu, nr. 16",MDA,Republica Moldova,MDA.32_1,Ştefan Vodă,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Ştefan Vodă,Lazo,,,"Căminul cultural str. Petru Dudnic, nr.2",MDA,Republica Moldova,MDA.32_1,Ştefan Vodă,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Ştefan Vodă,Marianca de Jos,,,Căminul Cultural s. Marianca de Jos,MDA,Republica Moldova,MDA.32_1,Ştefan Vodă,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Ştefan Vodă,Olăneşti,,,"IP Liceul Teoretic ""B.P. Hașdeu"", str. Alexandru cel Bun 82",MDA,Republica Moldova,MDA.32_1,Ştefan Vodă,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Ştefan Vodă,Olăneşti,,,"Școala de Arte, str. M. Spătaru",MDA,Republica Moldova,MDA.32_1,Ştefan Vodă,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Ştefan Vodă,Palanca,,,Centrul Cultural s. Palanca,MDA,Republica Moldova,MDA.32_1,Ştefan Vodă,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Ştefan Vodă,Popeasca,,,"Casa de Cultură, s. Popeasca",MDA,Republica Moldova,MDA.32_1,Ştefan Vodă,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Ştefan Vodă,Purcari,,,Casa de cultură s. Purcari str. G. Vieru,MDA,Republica Moldova,MDA.32_1,Ştefan Vodă,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Ştefan Vodă,Răscăieţi,,,Casa de cultură s. Răscăieți str. Ștefan cel Mare,MDA,Republica Moldova,MDA.32_1,Ştefan Vodă,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Ştefan Vodă,Răscăieţii Noi,,,IP Gimnaziul s. Răscăieți Noi,MDA,Republica Moldova,MDA.32_1,Ştefan Vodă,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Ştefan Vodă,Semionovca,,,"Sala de festivități a Primăriei, s. Semionovca, str. P. Glivin",MDA,Republica Moldova,MDA.32_1,Ştefan Vodă,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Ştefan Vodă,Slobozia,,,"IP Gimnaziul ""Alexandru cel Bun"", str. Ștefan cel Mare",MDA,Republica Moldova,MDA.32_1,Ştefan Vodă,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Ştefan Vodă,Ștefănești,,,IP Gimnaziul str. Ştefan cel Mare nr.25,MDA,Republica Moldova,MDA.32_1,Ştefan Vodă,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Ştefan Vodă,Ştefan Vodă,,,"Casa de cultură, str. 31 August nr. 2",MDA,Republica Moldova,MDA.32_1,Ştefan Vodă,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Ştefan Vodă,Ştefan Vodă,,,"IP Gimnaziu ""Dimitrie Cantemir"", str. Ştefan cel Mare 15,",MDA,Republica Moldova,MDA.32_1,Ştefan Vodă,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Ştefan Vodă,Ştefan Vodă,,,"IP Liceul Teoretic ""Ștefan Vodă"", str. Libertății nr. 8",MDA,Republica Moldova,MDA.32_1,Ştefan Vodă,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Ştefan Vodă,Talmaza,,,"Casa de cultură s. Talmaza, str. 27 August",MDA,Republica Moldova,MDA.32_1,Ştefan Vodă,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Ştefan Vodă,Talmaza,,,"IP Gimnaziul ""A. Sirghi"", str. 27 august",MDA,Republica Moldova,MDA.32_1,Ştefan Vodă,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Ştefan Vodă,Talmaza,,,"IP Gimnaziul ""Stefan Ciobanu"", str.27 August",MDA,Republica Moldova,MDA.32_1,Ştefan Vodă,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Ştefan Vodă,Tudora,,,"Casa de cultură s. Tudora , str. Ștefan cel Mare",MDA,Republica Moldova,MDA.32_1,Ştefan Vodă,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Ştefan Vodă,Viișoara,,,IP Gimnaziul s. Viişoara str. Păcii,MDA,Republica Moldova,MDA.32_1,Ştefan Vodă,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Ştefan Vodă,Volintiri,,,"Casa de cultură, blv. Maria Bieșu",MDA,Republica Moldova,MDA.32_1,Ştefan Vodă,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Străşeni,Bucovăț,,,"r-ul Strășeni, or. Bucovăț str. Ștefan cel Mare și Sfânt nr.18 Primăria",MDA,Republica Moldova,MDA.33_1,Străşeni,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Străşeni,Căpriana,,,"r-ul Strășeni s. Căpriana str. Ștefan cel Mare nr.36, Gimnaziul (cantină)",MDA,Republica Moldova,MDA.33_1,Străşeni,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Străşeni,Chirianca,,,r-ul Strășeni s. Chirianca Primăria,MDA,Republica Moldova,MDA.33_1,Străşeni,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Străşeni,Ciobanca,,,Grădinița de copii s. Ciobanca,MDA,Republica Moldova,MDA.33_1,Străşeni,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Străşeni,Codreanca,,,r-ul Strășeni s. Codreanca Gimnaziu,MDA,Republica Moldova,MDA.33_1,Străşeni,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Străşeni,Cojuşna,,,"r-ul Strășeni, s. Cojuşna, str. M. Viteazul, nr. 134/A Liceul Teoretic ""Alecu Russo"" blocul nr.1",MDA,Republica Moldova,MDA.33_1,Străşeni,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Străşeni,Cojușna,,,"r-ul Strășeni, s. Cojușna, str. Centenarului, nr. 2 Casa de Cultură",MDA,Republica Moldova,MDA.33_1,Străşeni,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Străşeni,Dolna,,,"r-ul Strășeni s. Dolna, Primăria",MDA,Republica Moldova,MDA.33_1,Străşeni,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Străşeni,Drăguşeni,,,"r-ul Strășeni s. Drăguşeni, Căminul cultural",MDA,Republica Moldova,MDA.33_1,Străşeni,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Străşeni,Făgureni,,,"r-ul Strășeni s. Făgureni, str. Ion Creangă,1, Grădinița de copii",MDA,Republica Moldova,MDA.33_1,Străşeni,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Străşeni,Găleşti,,,"r-ul Strășeni s. Găleşti, Gimnaziul",MDA,Republica Moldova,MDA.33_1,Străşeni,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Străşeni,Ghelăuza,,,"r-ul Strășeni s. Ghelăuza, str. Principatelor, nr. 16 Primăria/Centrul Inovativ, et.1",MDA,Republica Moldova,MDA.33_1,Străşeni,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Străşeni,Gornoe,,,"r-ul Strășeni s. Gornoe, grădiniţa de copii, sala festivă",MDA,Republica Moldova,MDA.33_1,Străşeni,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Străşeni,Grebleşti,,,"r-ul Strășeni s. Grebleşti, Casa de cultură",MDA,Republica Moldova,MDA.33_1,Străşeni,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Străşeni,Huzun,,,"r-ul Strășeni s. Huzun, str. Mircea cel Bătrân, nr. 26, Casa de cultură",MDA,Republica Moldova,MDA.33_1,Străşeni,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Străşeni,Lozova,,,"r-ul Străşeni comuna Lozova, str. Ștefan cel Mare nr.27, Primăria, et.1, sala stare civilă",MDA,Republica Moldova,MDA.33_1,Străşeni,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Străşeni,Lozova,,,"r-ul Străşeni s. Lozova, str. I.Creangă nr.74 Liceul Teoretic ""Mitropolit Nestor Vomicescu"" sala festivă",MDA,Republica Moldova,MDA.33_1,Străşeni,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Străşeni,Lupa-Recea,,,"r-ul Strășeni s. Lupa-Recea, Grădinița de copii",MDA,Republica Moldova,MDA.33_1,Străşeni,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Străşeni,Micăuţi,,,"r-ul Strășeni, s. Micăuţi, Casa de cultură, sala festivă, etajul 1",MDA,Republica Moldova,MDA.33_1,Străşeni,1,0,0,0,0,0,0,0,0,0
Republica Moldova,Străşeni,Micleuşeni,,,"r-ul Strășeni, s. Micleuşeni, str. Ion Creangă, 74, Gimnaziul ""Ion Creangă""",MDA,Republica Moldova,MDA.33_1,Străşeni,1,0,0,0,0,0,0,0,0,0
